MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,GarageYrBlt_missing_ind,LotFrontage_missing_ind,MasVnrArea_missing_ind,1stFlrSF_log,1stFlr_2ndFlr_SF,OverallGrade,SimplGarageQual
60,90.0,9900,2,4,4,2,7,5,1993,1993,256.0,4,3,4,3,6,987,1,0,360,1347,5,1372,1274,0,2646,1,0,2,1,4,1,4,9,8,1,1993.0,3,656,3,3,2,340,60,144,0,0,0,0,4,2009,260000,0,0,0,7.22402480828583,2646,35,1
80,69.79733110925771,14115,2,4,4,3,7,5,1980,1980,225.0,3,3,4,3,6,1036,1,0,336,1372,3,1472,0,0,1472,1,0,2,0,3,1,3,6,8,2,1980.0,2,588,3,3,2,233,48,0,0,0,0,0,6,2009,187500,0,1,0,7.294377299288821,1472,35,1
60,111.0,16259,2,4,4,3,9,5,2006,2006,370.0,3,3,5,4,1,0,1,0,1249,1249,5,1249,1347,0,2596,0,0,3,1,4,1,4,9,8,0,2006.0,3,840,3,3,2,240,154,0,0,0,0,0,9,2006,342643,0,0,0,7.130098510125578,2596,45,1
60,99.0,12099,2,3,4,3,8,5,2004,2004,388.0,4,3,5,3,6,970,1,0,166,1136,5,1136,1332,0,2468,1,0,2,1,4,1,4,10,8,1,2004.0,3,872,3,3,2,184,154,0,0,0,0,0,6,2007,354000,0,0,0,7.035268599281097,2468,40,1
60,86.0,10380,2,3,4,3,7,5,1986,1987,172.0,4,3,3,3,2,28,5,1474,0,1502,5,1553,1177,0,2730,1,0,2,1,4,1,4,8,8,1,1987.0,2,576,3,3,2,201,96,0,0,0,0,0,8,2007,301000,0,0,0,7.347943823148687,2730,35,1
20,49.0,5820,2,4,4,3,3,8,1955,2005,0.0,3,4,3,3,5,256,1,0,906,1162,5,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,1955.0,1,220,2,3,2,142,98,0,0,0,0,0,7,2006,126175,0,0,0,7.0587581525186645,1163,24,1
80,96.0,11275,2,4,4,3,7,7,1967,2007,300.0,4,4,4,3,1,0,1,0,710,710,5,1898,1080,0,2978,0,0,2,1,5,1,4,11,8,1,1961.0,2,564,3,3,2,240,0,0,0,0,0,0,6,2010,242000,0,0,0,7.5485559791698735,2978,49,1
45,50.0,5000,2,4,4,3,5,6,1941,1950,0.0,3,3,3,3,4,116,1,0,604,720,1,803,0,0,803,0,0,1,0,2,1,3,5,8,0,1941.0,2,360,3,3,2,0,0,244,0,0,0,0,12,2007,87000,0,0,0,6.688354713946762,803,30,1
120,32.0,10846,2,3,4,3,8,5,1993,1993,0.0,4,3,4,3,6,1619,1,0,100,1719,5,1719,0,0,1719,2,0,1,1,1,1,4,6,8,2,1993.0,2,473,3,3,2,122,30,0,0,0,0,0,5,2008,324000,0,0,0,7.449498005382849,1719,40,1
20,80.0,11600,2,4,4,3,6,5,1960,1960,175.0,3,3,3,3,3,565,1,0,818,1383,3,1383,0,0,1383,0,0,1,1,3,1,3,7,8,0,1960.0,1,292,3,3,2,0,45,0,0,0,0,0,4,2006,145250,0,0,0,7.232010331664759,1383,30,1
75,69.79733110925771,11888,2,3,4,3,6,6,1916,1994,0.0,3,3,3,3,1,0,1,0,844,844,4,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,1930.0,2,441,3,3,2,0,60,268,0,0,0,0,7,2009,214500,0,1,0,7.275864600546533,2134,36,1
70,60.0,6402,2,4,4,3,5,5,1920,1950,0.0,3,3,3,3,1,0,1,0,596,596,3,596,596,0,1192,0,0,1,0,3,1,3,6,8,0,1920.0,1,189,2,2,0,0,0,137,0,0,0,0,7,2009,78000,0,0,0,6.39024066706535,1192,25,1
90,69.79733110925771,10624,2,3,4,3,5,4,1964,1964,84.0,3,3,3,3,6,40,3,264,1424,1728,3,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,2002.0,1,352,3,3,2,155,0,0,0,0,0,0,11,2007,119000,0,1,0,7.454719949364001,1728,20,1
20,70.0,8176,2,4,4,3,5,6,1958,1992,0.0,3,3,3,3,3,846,1,0,210,1056,2,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,1958.0,1,308,3,3,2,0,0,0,0,0,0,0,8,2007,139000,0,0,0,6.962243464266207,1056,30,1
20,85.0,10655,2,3,4,3,8,5,2003,2004,296.0,4,3,4,3,6,1124,0,479,1603,3206,5,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,2003.0,3,880,3,3,2,0,0,0,0,0,0,0,10,2009,284000,0,0,0,7.395721608602045,1629,40,1
120,59.0,8198,2,4,4,3,7,5,2004,2004,146.0,4,3,4,3,6,720,1,0,638,1358,5,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,2004.0,2,484,3,3,2,192,30,0,0,0,0,0,7,2008,207000,0,0,0,7.213768308118642,1358,35,1
60,59.0,9042,2,3,4,3,6,5,1998,1998,0.0,3,3,4,3,6,828,1,0,115,943,4,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,1998.0,2,472,3,3,2,100,38,0,0,0,0,0,7,2008,192000,0,0,0,6.849066282633458,1638,30,1
190,69.79733110925771,164660,1,3,4,1,5,6,1965,1965,0.0,3,3,3,3,5,1249,4,147,103,1499,5,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,1965.0,2,529,3,3,2,670,0,0,0,0,0,700,8,2008,228950,0,1,0,7.389563953677635,1786,30,1
20,86.0,14157,2,3,4,3,9,5,2005,2006,200.0,4,3,5,3,6,1249,1,0,673,1922,5,1922,0,0,1922,1,0,2,0,3,1,4,8,8,1,2005.0,3,676,3,3,2,178,51,0,0,0,0,0,7,2007,377426,0,0,0,7.561121589530238,1922,45,1
20,70.0,9135,2,4,4,3,7,5,2002,2003,113.0,4,3,4,3,6,810,1,0,726,1536,5,1536,0,0,1536,1,0,2,0,3,1,4,7,8,0,2002.0,2,532,3,3,2,192,74,0,0,0,0,0,12,2008,214000,0,0,0,7.336936913707618,1536,35,1
20,91.0,14145,2,4,4,3,7,7,1984,1998,0.0,4,3,4,3,5,213,1,0,995,1208,5,1621,0,0,1621,1,0,2,0,3,1,4,8,8,0,1984.0,2,440,3,3,2,108,45,0,0,0,0,400,5,2006,202500,0,0,0,7.390798521735676,1621,49,1
20,66.0,12400,2,3,4,3,6,7,1958,1998,176.0,3,3,3,2,3,585,1,0,630,1215,3,1215,0,0,1215,0,0,1,0,3,1,3,6,8,0,1958.0,1,297,3,3,2,0,0,0,0,234,0,0,6,2009,155000,0,0,0,7.102499355774649,1215,42,1
60,85.0,14191,2,4,4,3,8,5,2002,2002,0.0,4,3,4,3,1,0,1,0,967,967,5,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,2002.0,2,431,3,3,2,135,0,0,0,0,0,0,4,2010,202900,0,0,0,6.900730664045173,1908,40,1
20,60.0,8400,2,4,4,3,4,4,1950,1950,0.0,2,2,3,2,1,0,1,0,721,721,4,841,0,0,841,0,0,1,0,2,1,3,4,8,0,1950.0,1,294,3,3,0,250,0,24,0,0,0,0,9,2009,82000,0,0,0,6.734591659972948,841,16,1
90,69.79733110925771,8544,2,4,4,3,3,4,1949,1950,340.0,3,3,0,0,0,0,0,0,0,0,2,1040,0,0,1040,0,0,2,0,2,2,3,6,8,0,1949.0,2,400,3,3,2,0,0,0,0,0,0,0,5,2006,87500,0,1,0,6.946975992135418,1040,12,1
120,63.0,8849,2,3,4,3,9,5,2005,2005,616.0,5,3,5,3,6,28,1,0,1656,1684,5,1684,0,0,1684,0,0,2,0,2,1,5,6,8,1,2005.0,2,564,3,3,2,495,72,0,0,0,0,0,7,2008,266000,0,0,0,7.428927194802272,1684,45,1
160,36.0,2592,2,4,4,3,5,3,1976,1976,0.0,3,3,4,3,3,129,4,232,175,536,3,536,576,0,1112,0,0,1,1,3,1,3,4,8,0,1976.0,1,336,3,3,2,182,0,0,0,0,0,0,4,2010,85000,0,0,0,6.284134161070802,1112,15,1
50,65.0,6435,2,4,4,3,6,5,1939,1950,0.0,3,3,3,3,1,0,1,0,972,972,4,972,605,0,1577,0,0,1,0,3,1,2,6,8,1,1939.0,1,312,3,3,2,0,0,0,0,0,0,0,10,2006,140200,0,0,0,6.879355804460439,1577,30,1
20,69.79733110925771,12772,2,3,4,3,6,8,1960,1998,0.0,3,4,3,3,4,498,1,0,460,958,3,958,0,0,958,0,0,1,0,2,1,3,5,8,0,1960.0,1,301,3,3,2,0,0,0,0,0,0,15500,4,2007,151500,0,1,0,6.86484777797086,958,48,1
20,69.79733110925771,17600,2,3,4,3,6,5,1960,1960,30.0,3,3,3,3,4,1270,1,0,208,1478,5,1478,0,0,1478,1,0,2,0,3,1,3,6,8,2,1960.0,2,498,3,3,2,0,40,0,0,0,0,0,12,2009,157500,0,1,0,7.298445101508147,1478,30,1
160,36.0,2448,2,4,4,3,7,5,2003,2004,106.0,4,3,4,3,6,573,1,0,191,764,5,764,862,0,1626,1,0,2,1,2,1,4,6,8,0,2003.0,2,474,3,3,2,0,27,0,0,0,0,0,10,2008,154000,0,0,0,6.638567789166521,1626,35,1
60,56.0,20431,2,2,4,3,9,5,2005,2006,870.0,5,3,5,3,6,1410,1,0,438,1848,5,1848,880,0,2728,1,0,2,1,4,1,5,10,8,2,2006.0,3,706,3,3,2,0,0,0,0,0,0,0,4,2006,437154,0,0,0,7.521859252201629,2728,45,1
120,68.0,7820,2,3,4,3,9,5,2007,2007,362.0,5,3,5,3,1,0,1,0,1869,1869,5,1869,0,0,1869,0,0,2,0,2,1,5,6,8,1,2007.0,2,617,3,3,2,210,54,0,0,0,0,0,12,2007,318061,0,0,0,7.533158807455563,1869,45,1
120,69.79733110925771,5271,2,3,4,2,7,5,1986,1986,0.0,3,3,4,3,6,1082,1,0,371,1453,4,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,1986.0,2,445,3,3,2,0,80,0,0,184,0,0,12,2006,190000,0,1,0,7.2813856635702825,1453,35,1
50,60.0,9084,2,4,4,3,5,6,1941,1950,0.0,3,3,3,2,2,236,3,380,0,616,3,616,495,0,1111,0,1,1,0,3,1,3,5,8,0,1941.0,1,200,3,2,2,48,0,0,0,0,0,0,3,2008,95000,0,0,0,6.423246963533519,1111,30,1
30,60.0,8520,2,4,4,3,6,8,1928,2003,0.0,3,4,3,3,1,0,1,0,624,624,4,720,0,0,720,0,0,1,0,2,1,3,5,8,0,2005.0,2,484,3,3,2,106,0,0,0,0,0,0,5,2010,105900,0,0,0,6.579251212010101,720,48,1
50,60.0,8400,2,4,4,3,6,5,1940,2000,0.0,3,3,3,3,2,388,1,0,552,940,5,1192,403,0,1595,0,0,1,0,2,1,3,6,8,2,1940.0,1,240,3,3,2,0,0,108,0,0,0,0,6,2006,140000,0,0,0,7.083387847625295,1595,30,1
20,105.0,11249,2,2,4,3,6,5,1995,1995,0.0,4,4,4,4,5,334,4,544,322,1200,5,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,1995.0,2,521,3,3,2,0,26,0,0,0,0,0,8,2007,177500,0,0,0,7.090076835776092,1200,30,1
20,69.79733110925771,9248,2,3,4,3,6,6,1992,1992,106.0,3,3,4,3,6,560,1,0,598,1158,4,1167,0,0,1167,1,0,2,0,3,1,4,6,8,0,1992.0,2,400,3,3,2,120,26,0,0,0,0,0,7,2009,173000,0,1,0,7.062191632286556,1167,36,1
120,44.0,4224,2,4,4,3,5,5,1976,1976,0.0,3,3,4,3,5,874,1,0,268,1142,3,1142,0,0,1142,1,0,1,1,3,1,3,6,8,1,1976.0,2,528,3,3,2,536,90,0,0,0,0,0,8,2007,134000,0,0,0,7.040536390215956,1142,25,1
80,92.0,6930,2,3,4,3,5,4,1958,1958,120.0,3,3,3,3,4,300,3,294,468,1062,5,1352,0,0,1352,0,1,1,0,3,1,4,6,6,0,1958.0,1,288,3,3,2,168,0,294,0,0,0,0,7,2006,130000,0,0,0,7.20934025660291,1352,20,1
60,78.0,12011,2,3,4,3,8,5,1998,1998,530.0,4,3,4,3,6,956,1,0,130,1086,5,1086,838,0,1924,1,0,2,1,3,1,4,7,8,1,1998.0,2,592,3,3,2,208,75,0,0,374,0,0,6,2006,280000,0,0,0,6.990256500493881,1924,40,1
85,69.79733110925771,7540,2,3,4,3,6,6,1978,1978,0.0,3,3,4,3,6,773,1,0,115,888,5,912,0,0,912,1,0,1,0,2,1,3,5,8,1,1978.0,2,470,3,3,2,0,0,0,0,192,0,0,6,2007,156000,0,1,0,6.815639990074331,912,36,1
50,69.79733110925771,9144,2,4,4,3,5,5,1940,1982,0.0,3,3,3,3,3,399,1,0,484,883,4,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,1940.0,1,240,3,3,0,0,0,0,0,0,0,0,7,2008,145000,0,1,0,6.895682697747868,1505,25,1
85,64.0,7301,2,4,4,3,7,5,2003,2003,500.0,4,3,0,0,0,0,0,0,0,0,5,495,1427,0,1922,0,0,3,0,4,1,4,7,8,1,2003.0,2,672,3,3,2,0,0,177,0,0,0,0,7,2009,198500,0,0,0,6.20455776256869,1922,35,1
160,21.0,1680,2,4,4,3,6,8,1972,2007,510.0,3,3,3,3,5,162,1,0,321,483,4,483,504,0,987,0,0,1,1,2,1,4,5,8,0,1972.0,1,264,3,3,2,250,0,0,0,0,0,0,5,2009,118000,0,0,0,6.180016653652572,987,48,1
60,69.79733110925771,18800,2,3,4,3,6,5,1976,1976,120.0,3,3,4,3,6,712,1,0,84,796,3,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,1976.0,2,566,3,3,2,306,111,0,0,0,0,0,7,2006,190000,0,1,0,6.672032945461067,1574,30,1
70,59.0,10690,2,4,4,3,5,7,1920,1997,0.0,3,4,3,2,3,456,1,0,216,672,4,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,1964.0,1,468,3,2,2,0,128,218,0,0,0,0,7,2009,147000,0,0,0,6.51025834052315,1344,35,1
20,69.79733110925771,9500,2,3,4,3,6,5,1963,1963,247.0,3,3,4,3,4,609,1,0,785,1394,4,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,1963.0,2,514,3,3,2,0,76,0,0,185,0,0,7,2009,159000,0,1,0,7.2399325913204695,1394,30,1
80,101.0,9150,2,3,4,3,6,5,1962,1962,305.0,3,3,4,3,6,371,1,0,728,1099,4,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,1962.0,1,296,3,3,2,64,110,0,0,0,0,0,12,2008,165000,0,0,0,7.266128779556451,1431,30,1
20,78.0,7800,2,4,4,3,5,6,1954,1954,200.0,3,3,3,3,2,540,1,0,728,1268,4,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,1954.0,1,244,3,3,2,0,98,0,0,0,0,0,3,2010,132000,0,0,0,7.145196134997171,1268,30,1
20,69.79733110925771,9830,2,3,4,3,5,7,1959,2006,0.0,3,4,3,3,5,72,3,258,733,1063,5,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,1997.0,2,576,3,3,2,364,17,0,0,182,0,0,3,2010,162000,0,1,0,7.160069207596127,1287,35,1
60,69.79733110925771,8121,2,3,4,3,6,5,2000,2000,0.0,3,3,4,3,1,0,1,0,953,953,5,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,2000.0,2,460,3,3,2,100,40,0,0,0,0,0,1,2006,172400,0,1,0,6.859614903654202,1664,30,1
50,80.0,17120,2,4,4,3,4,4,1959,1959,0.0,3,3,0,0,0,0,0,0,0,0,3,1120,468,0,1588,0,0,2,0,4,1,3,7,6,1,1991.0,2,680,3,3,0,0,59,0,0,0,0,0,7,2008,134432,0,0,0,7.02108396428914,1588,16,1
120,50.0,7175,2,4,4,3,6,5,1984,1984,0.0,3,3,4,3,5,623,2,121,0,744,3,752,0,0,752,1,0,1,0,2,1,3,4,8,0,1984.0,1,264,3,3,2,353,0,0,0,90,0,0,2,2010,125000,0,0,0,6.62273632394984,752,30,1
20,79.0,10634,2,4,4,3,5,6,1953,1953,0.0,3,3,3,3,4,428,2,180,0,608,3,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,1953.0,1,270,3,3,2,66,0,0,0,0,0,0,11,2009,123000,0,0,0,7.1846291527173145,1319,30,1
60,65.0,8200,2,4,4,3,7,5,2003,2004,0.0,4,3,4,3,1,0,1,0,847,847,5,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,2003.0,2,434,3,3,2,100,48,0,0,0,0,0,7,2007,219500,0,0,0,6.741700694652055,1928,35,1
30,69.79733110925771,10020,2,3,4,1,1,1,1922,1950,0.0,2,2,2,1,4,350,1,0,333,683,4,904,0,0,904,1,0,0,1,1,1,2,4,4,0,1900.0,0,0,0,0,2,0,0,0,0,0,0,0,3,2009,61000,1,1,0,6.806829360392176,904,1,0
85,57.0,8846,2,3,4,3,5,5,1996,1996,0.0,4,3,4,3,6,298,1,0,572,870,5,914,0,0,914,0,0,1,0,2,1,3,5,8,0,1998.0,2,576,3,3,2,0,0,0,0,0,0,0,7,2006,148000,0,0,0,6.81783057145415,914,25,1
60,102.0,11143,2,3,4,3,8,5,2004,2005,0.0,4,3,4,3,1,0,1,0,1580,1580,5,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,2004.0,2,610,3,3,2,159,214,0,0,0,0,0,12,2007,340000,0,0,0,7.365180126021013,2466,40,1
20,88.0,11394,2,4,4,3,9,2,2010,2010,350.0,4,3,5,3,6,1445,1,0,411,1856,5,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,2010.0,3,834,3,3,2,113,0,0,0,0,0,0,6,2010,394432,0,0,0,7.526178913346146,1856,18,1
60,60.0,8123,2,3,4,3,6,5,2000,2000,16.0,3,3,4,3,1,0,1,0,982,982,5,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,2000.0,2,463,3,3,2,100,63,0,0,0,0,0,6,2009,179000,0,0,0,6.914730892718563,1800,30,1
50,50.0,5000,2,4,4,3,5,6,1924,1950,0.0,3,3,3,3,2,218,1,0,808,1026,3,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,1924.0,1,308,3,3,2,0,0,242,0,0,0,0,5,2010,127000,0,0,0,6.933423025730715,1691,30,1
20,60.0,7200,2,4,4,3,7,5,2006,2006,0.0,4,3,4,4,1,0,1,0,1293,1293,5,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,2006.0,2,572,3,3,2,216,121,0,0,0,0,0,8,2006,187750,0,0,0,7.170888478512505,1301,35,1
60,79.0,9245,2,3,4,3,7,5,2006,2006,0.0,4,3,4,3,1,0,1,0,939,939,5,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,2006.0,2,639,3,3,2,144,53,0,0,0,0,0,4,2007,213500,0,0,0,6.844815479208263,1797,35,1
45,60.0,9000,2,4,4,3,6,3,1928,1950,0.0,3,3,2,2,1,0,1,0,784,784,3,784,0,0,784,0,0,1,0,2,1,3,5,8,0,1950.0,2,360,2,2,0,0,0,91,0,0,0,0,10,2009,76000,0,0,0,6.664409020350408,784,18,1
60,69.79733110925771,53107,2,2,4,2,6,5,1992,1992,0.0,4,3,4,3,6,985,1,0,595,1580,5,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,1992.0,2,501,3,3,2,216,231,0,0,0,0,0,6,2007,240000,0,1,0,6.983789965258135,1953,30,1
120,43.0,3182,2,4,4,3,8,5,2004,2005,16.0,4,3,4,3,6,24,1,0,1232,1256,5,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,2004.0,2,430,3,3,2,146,20,0,0,144,0,0,4,2010,192000,0,0,0,7.1459844677143876,1269,40,1
50,58.0,8410,2,4,4,3,5,3,1910,1996,0.0,3,2,3,3,1,0,1,0,658,658,3,658,526,0,1184,0,0,1,0,5,1,3,8,8,0,1900.0,0,0,0,0,0,0,151,0,0,0,0,0,5,2006,81000,1,0,0,6.489204931325317,1184,15,0
80,72.0,7200,2,4,4,3,6,6,1976,1976,255.0,3,3,3,3,5,631,1,0,410,1041,5,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,1977.0,1,352,3,3,2,296,0,0,0,0,0,0,10,2009,125000,0,0,0,7.025538314638521,1125,36,1
20,93.0,9382,2,3,4,3,7,5,1999,2000,125.0,4,3,4,3,1,0,1,0,1468,1468,5,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,1999.0,2,577,3,3,2,120,25,0,0,0,0,0,7,2008,191000,0,0,0,7.2991214627108,1479,35,1
60,96.0,12474,2,4,4,3,10,5,2007,2008,272.0,5,3,5,3,6,1280,1,0,402,1682,5,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,2008.0,3,846,3,3,2,196,134,0,0,0,0,0,8,2008,426000,0,0,0,7.462789157412448,2332,50,1
50,50.0,8405,2,4,4,3,5,8,1900,1950,0.0,3,3,3,4,3,241,4,391,229,861,5,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,1978.0,1,384,3,3,2,0,130,112,0,0,0,0,4,2008,119000,0,0,0,6.8679744089702925,1367,40,1
60,71.0,12209,2,3,4,3,6,5,2001,2002,0.0,3,3,5,3,5,690,1,0,114,804,5,804,1157,0,1961,1,0,2,1,3,1,4,7,8,1,2001.0,2,560,3,3,2,125,192,0,0,0,0,0,6,2009,215000,0,0,0,6.6895992691789665,1961,30,1
20,69.79733110925771,8339,2,3,4,3,5,7,1959,1959,0.0,3,3,0,0,0,0,0,0,0,0,3,882,0,0,882,0,0,1,0,3,1,3,5,8,0,1959.0,1,294,3,3,2,0,0,0,0,0,0,1200,7,2007,106500,0,1,0,6.782192056006791,882,35,1
30,69.79733110925771,7446,2,4,4,3,4,5,1941,1950,0.0,3,3,3,3,3,266,1,0,522,788,3,788,0,0,788,0,0,1,0,2,1,3,4,8,2,1900.0,0,0,0,0,2,0,0,0,0,0,0,0,4,2006,100000,1,1,0,6.669498089857879,788,20,0
50,60.0,10134,2,4,4,3,5,6,1940,1950,0.0,3,3,3,3,1,0,1,0,735,735,4,735,299,0,1034,0,0,1,0,2,1,3,5,8,0,1940.0,1,240,3,3,2,0,39,0,0,0,0,0,7,2007,109000,0,0,0,6.5998704992128365,1034,30,1
20,68.0,9571,2,4,4,3,5,6,1956,1956,0.0,3,3,3,3,4,739,1,0,405,1144,3,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,1956.0,1,596,3,3,2,44,0,0,0,0,0,0,6,2010,129000,0,0,0,7.042286171939743,1144,30,1
20,60.0,7200,2,4,4,3,5,5,1972,1972,0.0,3,3,3,3,3,777,1,0,117,894,3,894,0,0,894,0,0,1,0,2,1,3,6,8,0,1985.0,2,600,3,3,2,215,0,0,0,0,0,0,9,2009,123000,0,0,0,6.795705775173514,894,25,1
60,69.0,7590,2,4,4,3,5,5,1962,1962,288.0,3,3,3,3,5,540,1,0,324,864,3,876,936,0,1812,0,0,2,0,4,1,3,8,8,1,1962.0,1,264,3,3,2,0,168,0,0,0,0,0,7,2007,169500,0,0,0,6.775366090936392,1812,25,1
30,60.0,8967,2,4,4,3,5,2,1920,1950,0.0,3,2,2,1,1,0,1,0,961,961,4,1077,0,0,1077,0,0,1,0,2,1,3,6,3,0,1920.0,1,338,1,1,0,0,0,0,0,0,0,0,11,2007,67000,0,0,0,6.981934677156389,1077,10,1
60,65.0,8125,2,4,4,3,7,5,2006,2007,100.0,4,3,4,3,6,812,1,0,280,1092,5,1112,438,0,1550,1,0,2,0,2,1,4,7,8,0,2007.0,2,438,3,3,2,0,168,0,0,0,0,0,10,2009,241000,0,0,0,7.013915474810528,1550,35,1
120,38.0,14963,2,2,4,3,8,5,1996,1996,0.0,4,3,4,3,6,786,1,0,474,1260,5,1288,0,0,1288,1,0,1,1,1,1,5,4,8,2,1996.0,2,500,3,3,2,120,30,0,0,224,0,0,12,2008,245500,0,0,0,7.160845906664299,1288,40,1
20,65.0,8767,2,3,4,3,7,5,2005,2005,0.0,4,3,4,3,6,24,1,0,1286,1310,5,1310,0,0,1310,0,0,2,0,3,1,4,6,8,1,2005.0,2,400,3,3,2,0,0,0,0,0,0,0,7,2006,164990,0,0,0,7.177782416195197,1310,35,1
30,60.0,10200,2,4,4,3,5,8,1940,1997,0.0,3,3,3,3,1,0,1,0,672,672,5,672,0,0,672,0,0,1,0,2,1,3,4,8,0,1940.0,1,240,3,3,0,168,0,0,0,0,0,0,8,2008,108000,0,0,0,6.51025834052315,672,40,1
60,93.0,12090,2,4,4,3,8,5,1998,1998,650.0,4,3,4,3,1,0,1,0,1141,1141,4,1165,1098,0,2263,0,0,2,1,4,1,4,10,8,1,1998.0,2,420,3,3,2,144,123,0,0,0,0,0,7,2006,258000,0,0,0,7.060476365999801,2263,40,1
60,69.79733110925771,10364,2,3,4,3,6,5,1995,1996,0.0,3,3,4,3,1,0,1,0,806,806,4,806,766,0,1572,0,0,2,1,3,1,3,7,8,1,1995.0,2,373,3,3,2,0,40,0,0,0,0,0,5,2007,168000,0,1,0,6.692083742506628,1572,30,1
20,69.79733110925771,9991,2,3,4,3,4,4,1976,1993,0.0,3,3,3,3,4,1116,1,0,165,1281,5,1620,0,0,1620,1,0,2,0,3,1,3,8,7,1,1993.0,2,490,3,3,2,120,78,0,0,0,0,0,6,2009,150000,0,1,0,7.3901814282264295,1620,16,1
50,51.0,10480,2,4,4,3,6,5,1936,1950,0.0,3,3,3,3,1,0,1,0,1064,1064,5,1166,0,473,1639,0,0,1,0,3,1,3,6,3,0,1936.0,1,240,3,3,2,0,0,0,0,0,0,0,3,2008,115000,0,0,0,7.061334366910438,1166,30,1
70,63.0,15576,2,4,4,3,6,7,1915,1976,0.0,3,3,4,3,1,0,1,0,840,840,5,840,840,0,1680,0,0,2,0,4,1,3,8,8,0,1960.0,1,308,3,3,2,0,0,160,0,0,0,0,3,2008,177000,0,0,0,6.733401891837359,1680,42,1
60,109.0,14154,2,4,4,3,7,5,2006,2006,350.0,4,3,5,4,1,0,1,0,1063,1063,5,1071,1101,0,2172,0,0,2,1,3,1,4,9,8,1,2006.0,3,947,3,3,2,192,62,0,0,0,0,0,8,2007,280000,0,0,0,6.976348070447749,2172,35,1
60,85.0,10800,2,4,4,3,8,5,2007,2008,100.0,4,3,5,3,6,789,1,0,245,1034,5,1050,1028,0,2078,1,0,2,1,3,1,5,8,8,1,2008.0,3,836,3,3,2,0,102,0,0,0,0,0,4,2008,339750,0,0,0,6.956545443151569,2078,40,1
20,68.0,9571,2,4,4,3,5,3,1958,1958,0.0,3,2,3,2,1,0,1,0,1276,1276,3,1276,0,0,1276,0,0,1,0,3,1,3,5,5,0,1958.0,1,350,3,3,2,0,0,0,0,0,0,0,6,2009,60000,0,0,0,7.151485463904735,1276,15,1
190,100.0,34650,2,4,4,3,5,5,1955,1955,0.0,3,3,3,3,3,1056,1,0,0,1056,3,1056,0,0,1056,1,0,1,0,3,1,3,5,8,0,1955.0,2,572,3,3,2,264,0,0,0,0,0,0,1,2006,145000,0,0,0,6.962243464266207,1056,25,1
20,69.79733110925771,4403,2,2,4,3,7,5,2009,2009,432.0,5,3,5,3,6,578,1,0,892,1470,5,1478,0,0,1478,1,0,2,1,2,1,4,7,8,1,2009.0,2,484,3,3,2,0,144,0,0,0,0,0,6,2010,222000,0,1,0,7.298445101508147,1478,35,1
