SEASON_ID;TEAM_ID;TEAM_ABBREVIATION;TEAM_NAME;GAME_ID;GAME_DATE;MATCHUP;WL;MIN;PTS;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;STL;BLK;TOV;PF;PLUS_MINUS
42015;1610612759;SAS;San Antonio Spurs;0041500152;2016-04-19;SAS vs. MEM;W;241;94;31;66;0.47;9;17;0.529;23;28;0.821;3;41;44;19;8;10;17;18;26.0
42015;1610612738;BOS;Boston Celtics;0041500132;2016-04-19;BOS @ ATL;L;239;72;28;88;0.318;5;28;0.179;11;12;0.917;10;33;43;16;5;10;14;15;-17.0
42015;1610612737;ATL;Atlanta Hawks;0041500132;2016-04-19;ATL vs. BOS;W;240;89;32;82;0.39;11;29;0.379;14;16;0.875;3;46;49;20;7;15;15;16;17.0
42015;1610612763;MEM;Memphis Grizzlies;0041500152;2016-04-19;MEM @ SAS;L;241;68;28;86;0.326;2;15;0.133;10;18;0.556;16;28;44;14;14;2;13;24;-26.0
42015;1610612745;HOU;Houston Rockets;0041500142;2016-04-18;HOU @ GSW;L;239;106;35;79;0.443;10;25;0.4;26;33;0.788;12;25;37;21;4;5;19;34;-9.0
42015;1610612754;IND;Indiana Pacers;0041500112;2016-04-18;IND @ TOR;L;239;87;29;70;0.414;4;20;0.2;25;30;0.833;6;27;33;13;7;3;13;23;-11.0
42015;1610612761;TOR;Toronto Raptors;0041500112;2016-04-18;TOR vs. IND;W;240;98;35;80;0.438;5;18;0.278;23;25;0.92;12;32;44;19;8;5;13;25;11.0
42015;1610612760;OKC;Oklahoma City Thunder;0041500162;2016-04-18;OKC vs. DAL;L;239;84;31;92;0.337;7;32;0.219;15;18;0.833;19;35;54;11;9;4;15;19;-1.0
42015;1610612744;GSW;Golden State Warriors;0041500142;2016-04-18;GSW vs. HOU;W;241;115;40;81;0.494;8;23;0.348;27;38;0.711;13;26;39;27;10;6;12;24;9.0
42015;1610612742;DAL;Dallas Mavericks;0041500162;2016-04-18;DAL @ OKC;W;240;85;35;82;0.427;5;19;0.263;10;19;0.526;11;34;45;14;8;4;12;17;1.0
42015;1610612765;DET;Detroit Pistons;0041500101;2016-04-17;DET @ CLE;L;240;101;37;73;0.507;15;29;0.517;12;16;0.75;5;32;37;24;4;2;10;21;-5.0
42015;1610612746;LAC;LA Clippers;0041500171;2016-04-17;LAC vs. POR;W;240;115;42;78;0.538;6;17;0.353;25;39;0.641;11;37;48;23;7;7;9;23;20.0
42015;1610612739;CLE;Cleveland Cavaliers;0041500101;2016-04-17;CLE vs. DET;W;240;106;39;88;0.443;12;35;0.343;16;21;0.762;12;28;40;25;7;4;4;18;5.0
42015;1610612759;SAS;San Antonio Spurs;0041500151;2016-04-17;SAS vs. MEM;W;242;106;42;81;0.519;10;22;0.455;12;13;0.923;9;35;44;22;13;9;12;11;32.0
42015;1610612748;MIA;Miami Heat;0041500121;2016-04-17;MIA vs. CHA;W;239;123;49;85;0.576;9;18;0.5;16;21;0.762;14;28;42;27;7;4;6;24;32.0
42015;1610612763;MEM;Memphis Grizzlies;0041500151;2016-04-17;MEM @ SAS;L;240;74;31;79;0.392;8;18;0.444;4;6;0.667;10;25;35;17;7;5;16;16;-32.0
42015;1610612766;CHA;Charlotte Hornets;0041500121;2016-04-17;CHA @ MIA;L;239;91;28;65;0.431;6;17;0.353;29;37;0.784;7;21;28;11;5;2;11;17;-32.0
42015;1610612757;POR;Portland Trail Blazers;0041500171;2016-04-17;POR @ LAC;L;240;95;33;83;0.398;10;30;0.333;19;26;0.731;10;30;40;23;6;2;12;28;-20.0
42015;1610612754;IND;Indiana Pacers;0041500111;2016-04-16;IND @ TOR;W;241;100;34;79;0.43;11;21;0.524;21;29;0.724;9;29;38;19;11;8;13;25;10.0
42015;1610612744;GSW;Golden State Warriors;0041500141;2016-04-16;GSW vs. HOU;W;241;104;39;91;0.429;10;25;0.4;16;24;0.667;15;38;53;26;10;7;15;22;26.0
42015;1610612761;TOR;Toronto Raptors;0041500111;2016-04-16;TOR vs. IND;L;240;90;30;79;0.38;4;19;0.211;26;38;0.684;20;32;52;17;6;5;19;27;-10.0
42015;1610612760;OKC;Oklahoma City Thunder;0041500161;2016-04-16;OKC vs. DAL;W;243;108;36;80;0.45;12;35;0.343;24;28;0.857;14;42;56;23;7;6;18;25;38.0
42015;1610612737;ATL;Atlanta Hawks;0041500131;2016-04-16;ATL vs. BOS;W;238;102;35;86;0.407;5;26;0.192;27;35;0.771;13;40;53;23;4;9;11;20;1.0
42015;1610612745;HOU;Houston Rockets;0041500141;2016-04-16;HOU @ GSW;L;240;78;30;84;0.357;6;22;0.273;12;24;0.5;13;38;51;16;10;6;24;28;-26.0
42015;1610612742;DAL;Dallas Mavericks;0041500161;2016-04-16;DAL @ OKC;L;238;70;25;84;0.298;4;18;0.222;16;26;0.615;9;24;33;16;5;0;12;25;-38.0
42015;1610612738;BOS;Boston Celtics;0041500131;2016-04-16;BOS @ ATL;L;239;101;37;102;0.363;11;35;0.314;16;19;0.842;15;35;50;27;6;6;10;32;-1.0
